Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2002-07-30,40.63875901062338,40.72803151252632,40.519726485515825,40.554443359375,41300,0.0,0.0,0.0
2002-07-31,40.6932872808829,40.95614397536517,40.6932872808829,40.92638397216797,32600,0.0,0.0,0.0
2002-08-01,40.93629891696856,41.11484377318591,40.92637765614963,41.09500503540039,71400,0.0,0.0,0.0
2002-08-02,41.174406595608296,41.51165798301586,41.114894093267345,41.41246795654297,120300,0.0,0.0,0.0
2002-08-05,41.50171028126661,41.6207389831543,41.42731592364148,41.6207389831543,159300,0.0,0.0,0.0
2002-08-06,41.41743044885437,41.41743044885437,41.179369077252645,41.28351974487305,90100,0.0,0.0,0.0
2002-08-07,41.258722280352906,41.486862368326115,41.214084119740235,41.41246795654297,38100,0.0,0.0,0.0
2002-08-08,41.328154895366836,41.362871782043364,41.20912232631286,41.268638610839844,142600,0.0,0.0,0.0
2002-08-09,41.32317529122439,41.60091025715316,41.32317529122439,41.576114654541016,99600,0.0,0.0,0.0
2002-08-12,41.71001826403621,41.79929075098785,41.635623894267376,41.660423278808594,38100,0.0,0.0,0.0
2002-08-13,41.81914858228516,42.02744988559375,41.69019853477465,41.992733001708984,109300,0.0,0.0,0.0
2002-08-14,42.15140888194214,42.270441355533755,41.838957152435256,41.86871337890625,146100,0.0,0.0,0.0
2002-08-15,41.66040349706792,41.82407027607398,41.536414200945686,41.62568664550781,60500,0.0,0.0,0.0
2002-08-16,41.78440862308273,41.79432610563438,41.29836873325358,41.35292434692383,55800,0.0,0.0,0.0
2002-08-19,41.41741566277715,41.41741566277715,41.22894937391686,41.392616271972656,41600,0.0,0.0,0.0
2002-08-20,41.561228538970205,41.77449035644531,41.51162977557949,41.77449035644531,56900,0.0,0.0,0.0
2002-08-21,41.55132037590017,41.68027039044231,41.511642866217116,41.67034912109375,37900,0.0,0.0,0.0
2002-08-22,41.56126127931862,41.56126127931862,41.412472439645214,41.44718933105469,43600,0.0,0.0,0.0
2002-08-23,41.521571061128604,41.66043858432603,41.491814815830935,41.63563919067383,26500,0.0,0.0,0.0
2002-08-26,41.620754926081595,41.75962242878645,41.595959319944676,41.65547180175781,27800,0.0,0.0,0.0
2002-08-27,41.53645859194756,41.62573113191737,41.447186051977745,41.531497955322266,38800,0.0,0.0,0.0
2002-08-28,41.705080491796124,41.74475801527014,41.66044611578053,41.685245513916016,40200,0.0,0.0,0.0
2002-08-29,41.9431046724036,41.95302215255327,41.824075991339825,41.878631591796875,101500,0.0,0.0,0.0
2002-08-30,41.94808651263895,41.977842751985754,41.809219017213266,41.958003997802734,28900,0.0,0.0,0.0
2002-09-03,42.346186651915644,42.599996107588105,42.30139875808178,42.415863037109375,110700,0.29,0.0,0.0
2002-09-04,42.38099860830104,42.52531759054035,42.34118464229837,42.400901794433594,77300,0.0,0.0,0.0
2002-09-05,42.5999956194729,42.624880313676336,42.39595555511549,42.57013702392578,57900,0.0,0.0,0.0
2002-09-06,42.34620433016567,42.42583234827432,42.22178839952557,42.241695404052734,32200,0.0,0.0,0.0
2002-09-09,42.27154064513276,42.37604952881039,42.176983361241476,42.18196105957031,88800,0.0,0.0,0.0
2002-09-10,42.15704880464914,42.405880402218926,42.132167923013476,42.33123016357422,21400,0.0,0.0,0.0
2002-09-11,42.10729886612863,42.176971435546875,42.04757789368288,42.176971435546875,77500,0.0,0.0,0.0
2002-09-12,42.20183909316073,42.41583441198121,42.20183909316073,42.39592742919922,39900,0.0,0.0,0.0
2002-09-13,42.49048096437937,42.624852149298135,42.44569310065228,42.59498977661133,125900,0.0,0.0,0.0
2002-09-16,42.654689269421056,42.75919802908416,42.609901428222656,42.609901428222656,108700,0.0,0.0,0.0
2002-09-17,42.50042461264403,42.77911470160224,42.50042461264403,42.7492561340332,30400,0.0,0.0,0.0
2002-09-18,42.75924683045014,42.90854739857605,42.75427292921813,42.7990608215332,76400,0.0,0.0,0.0
